name,director,year,genre,likes,rating,critics,imbdScore,Torrent720,Torrent1080,cantComent,synopsis
"Sex, Shame and Tears 2",Alonso Iñiguez,2022,Comedy,4,-,-,4.4,https://yts.mx/torrent/download/D5124D35F6D10DD62EACAF104B50CB32E137E721,https://yts.mx/torrent/download/11E63563F3D4FB64D405DD7FD7A357A7D127A18B,2,"Twenty years have passed since those two apartments in the heart of Mexico City were the battlefield of a war of the sexes between Ana, Carlos, Andrea, Miguel, Tomás and María. All that is left of those apartments are memories and the image of Tomás' dead body at the bottom of the elevator shaft. Their lives have changed, their families have grown and new and unexpected characters have come to unsettle their daily lives and trigger a chain of events that will make them realize that modesty has been replaced by public disclosure; sex is only an app away; but love...love is still something elusive that everyone in today's banal and chaotic world is seeking."
Along Came Wanda,Jan Miller Corran,2021,Comedy / Drama,3,-,-,5,https://yts.mx/torrent/download/27EEADFC1DF72D6FF1D29E1FF3CF9202D20187C1,https://yts.mx/torrent/download/78E1009113D6E84018EF6A996D2751F1C68BB6B4,6,A memory jogged by a teapot from an old lover quickly turns into an adventure of discovery for Mary Beth Higgins and her new found friend Wanda as they hit the road in Wanda's RV/Soup Truck.
Student Body,Lee Ann Kurr,2022,Horror / Thriller,4,-,53%,4.4,https://yts.mx/torrent/download/FBB00DCA35DC546CE8BD6ED89316CC3A3673BC28,https://yts.mx/torrent/download/C59A5887BA026B4664A3E44CF463A58B0FA34DF4,6,"High school student Jane Shipley seeks to mend her splintering relationship with childhood best friend Merritt, and fit in with her rebellious peers. When Jane's math teacher oversteps his bounds, an apathetic high school administration forces Jane and Merritt to take matters into their own hands, driving their relationship into further turmoil and inciting deadly consequences."
His Majesty Minor,Jean-Jacques Annaud,2007,Comedy / Fantasy,2,-,-,4,https://yts.mx/torrent/download/7A2A5F947F82477F83EF4F3B92C145C28072B9A2,https://yts.mx/torrent/download/07F1B8849A01DFD25645F7A11F761E96F4C74644,2,Described as a mythical comedy set on an island in the Aegean Sea before the founding of Ancient Greece.
Harmony from the Heart,Michael Robison,2022,Action / Comedy / Romance,4,-,-,6.6,https://yts.mx/torrent/download/56DE5A663D4A9172F92B249401E8BC034D5A1FF2,https://yts.mx/torrent/download/0476B6D29975813F36C29C92C1EB20BF9861173A,2,"Follows a woman chasing her dream job, not without getting a difficult task from her professor, she realizes that she loves helping people and her heart begins to open."
Harmony from the Heart,Michael Robison,2022,Action / Comedy / Romance,4,-,-,6.6,https://yts.mx/torrent/download/56DE5A663D4A9172F92B249401E8BC034D5A1FF2,https://yts.mx/torrent/download/0476B6D29975813F36C29C92C1EB20BF9861173A,2,"Follows a woman chasing her dream job, not without getting a difficult task from her professor, she realizes that she loves helping people and her heart begins to open."
Tom and Jerry: A Nutcracker Tale,Spike Brandt,2007,Action / Adventure / Animation,5,-,63%,6.5,https://yts.mx/torrent/download/C53A0B6AFACE5A943A3A9D8B6865F2B36BDA0654,https://yts.mx/torrent/download/5A021EF3E122DA2C80D2C2917D4FF19EC8A721CC,1,"Tom and his army of stray cats take over Jerry's magical kingdom of living toys. Chased by Tom and his cronies, Jerry must find the Toymaker and get help to win his kingdom back before sunrise when the window of opportunity closes."
Olivia,Ashton Dundas,2020,Thriller,2,-,-,6.1,https://yts.mx/torrent/download/038007059DF12C63BA79003E6E54A21EB69DF355,https://yts.mx/torrent/download/765FBBE90EC32E5A0E4AC471BAE65D9C2F6D7C98,1,Follow a young artists who is battling depression and heartache. One who was once full of light has now lost all hope. Awakening the darkest thoughts and even darker forces that have been summoned all from her mind.
Marry Me,Kat Coiro,2022,Comedy / Music / Romance,47,92%,59%,6.1,https://yts.mx/torrent/download/8CA8E41529AA0A2DB84C394C67327F8E40D0A4BE,https://yts.mx/torrent/download/98938C1F15EA3D0D2FDA606521C3A6895555487C,35,"Kat Valdez is half of the sexiest celebrity power couple on Earth with hot new music supernova Bastian. As Kat and Bastian's inescapable hit single, ""Marry Me,"" climbs the charts, they are about to be wed before an audience of their fans in a ceremony that will stream across multiple platforms. Divorced high-school math teacher Charlie Gilbert has been dragged to the concert by his daughter Lou and his best friend Parker Debbs. When Kat learns, seconds before the ceremony, that Bastian has cheated on her with her assistant, her life turns left as she has a meltdown on stage, questioning love, truth, and loyalty. As her gossamer world falls away, she locks eyes with a stranger-a face in the crowd. If what you know lets you down, then perhaps what you don't know is the answer, and so, in a moment of inspired insanity, Kat chooses to marry Charlie. What begins as an impulsive reaction evolves into an unexpected romance. But as forces conspire to separate them, the universal question arises: Can two people from such different worlds bridge the gulf between them and build a place where they both belong? —jesusblack-91294"
Le Léopard,Jean-Claude Sussfeld,1984,Action / Adventure,1,-,-,4.2,https://yts.mx/torrent/download/EB977DF29A8FD08E7921B75447E2AA8DA1CC2DC8,https://yts.mx/torrent/download/7F227328D811240BC12285C5DBDB36DAB905B541,0,"A former secret agent ,who wrote a first novel which tells the eventful adventures of his hero ""Le Léopard "" ,comes back to work :he has got to fight against an organization which takes him to the broader horizons of Zimbabwe ;he is reluctantly joined by another writer ,an old maid who has written tons of novels featuring her own hero Nick Denver.This character was inspired by a real life person ,who was once a true love of hers :she will meet him along the way but her virtuous gent has turned into a villain who wants to get rid of his new rival. —dbdumonteil"
One Plus One,Arch Oboler,1961,Drama,1,-,-,5.7,https://yts.mx/torrent/download/72360053929F2D4B9821ACCF307CC8F77EDAE184,https://yts.mx/torrent/download/57733296C5476AA86F00A4F599D2FBBD1908724E,9,"Professor Logan (Leo G. Carroll) is involved in an adult panel discussion of five sex-related issues dramatized in five separate but integrated sequences: ""Honeymoon"" (pre-marital relations), ""Homecoming'(extra-marital relations), ""The Divorcee"" (promiscuity among divorcees), ""Average Man"" (problems of the average man in sexual relations) and ""Baby"" (a story of abortion). —Les Adams"
Hanada Shonenshi the Movie: Spirits and the Secret Tunnel,Nobuo Mizuta,2006,Comedy / Family / Mystery,1,-,-,6.9,https://yts.mx/torrent/download/D1A6DACEBEFDBE72662B6EE86A1DD992D7E97538,https://yts.mx/torrent/download/5A23132872359511B4C0A970354E2457DCBD5599,3,"There is a peaceful country town by the sea. The naughty boy called Ichiro Hanada began to see ghosts in this summer! After he was hit by a truck, he got this special power which is annoying him. He sees an old neighbor lady's ghost, a high school girl's ghost who appears in the tunnel, his best friend Sota's father's ghost - several ghosts comes to see Ichiro to talk about their matters and to ask their favors. He is in a panic because of these ghosts every day, and one day, a man's ghost appeared to tell him that he is Ichiro's real father! Is there any secret story of the Hanada family which every member is always cheerfully laughing? Here is to start of Ichiro's big adventure for finding the truth! —anonymous"
The Farmer,David Berlatsky,1977,Action / Drama,2,-,-,6.1,https://yts.mx/torrent/download/AAB890B8E8CEFDB2B00018DB8CD4B4B9097E96BD,https://yts.mx/torrent/download/3EA52242D1C86EDCAFCB316964DBD6E3CCFDBF51,2,"Kyle Martin returns as a silver star hero, but realizes running a one man farm is not profitable, and the bank wants to foreclose, despite returning as a hero. Then a gambler Johnny has a car accident near his farm, in which Kyle saves his life, in which Johnny offers him 1,5000 dollars, which still isn't enough to save the farm. Then when Johnny past-post on a horse race for over $50,000, angering local mobster Passini as he and his three henchmen kills Johnny's bodyguard and then blinds Johnny's eyes with acid to ""make a example out of him"", Johnny asks his girl Betty to ask Kyle to kill Prassini and his men one by one for $50,000, the money he needs to save his farm, which sets the path for revenge. —serpent 5"
Kimi,Steven Soderbergh,2022,Crime / Drama / Thriller,68,51%,93%,6.3,https://yts.mx/torrent/download/A65D32BEEF3439510069B7B72E89472CA65C92A2,https://yts.mx/torrent/download/E94F63EF3390142DA252D9484E605517FBBB844F,40,"During the COVID-19 pandemic in Seattle, an agoraphobic tech worker discovers evidence of a violent crime while reviewing a data stream, and is met with resistance and bureaucracy when she tries reporting it to her company. To get involved, she realizes she must face her greatest fear by venturing out of her apartment and into the city streets, which are filled with protestors after the city council passes a law restricting the movements of the homeless population."
Number One,Tom Gries,1969,Drama / Sport,1,-,-,5.4,https://yts.mx/torrent/download/9F4E87315246B378CBBAA24E399CA91B83A31BA8,https://yts.mx/torrent/download/5A5AE9735D22A3CBFF24C14E8186C7E32F71D913,0,"The story of Cat Catlan (Heston), a washed up quarterback who turns to drink and women to solve his problems. But he soon discovers that his problems are just beginning. —Jonathan Broxton"
Tennessee Johnson,William Dieterle,1942,Biography / Drama,2,-,-,6.6,https://yts.mx/torrent/download/A6976B152419DEB9BED4A36ABEBBBC7B42F60078,https://yts.mx/torrent/download/D3AF68D0DA65FBA0A8C2B3AFAD59EA8F586B4197,0,"This biopic focuses on Andrew Johnson, the first American president to be impeached. Initially an uneducated drifter who stumbles upon a job as a tailor in a Tennessee town, Johnson is taught to read by librarian and future wife, Eliza. Eliza convinces him to enter a local election, and, from there, Johnson rises swiftly. However, after inheriting the presidency in the wake of Abraham Lincoln's assassination, he finds himself on unsteady political ground."
Made in U.S.A,Jean-Luc Godard,1966,Comedy / Crime / Mystery,5,-,-,6.3,https://yts.mx/torrent/download/1B4EF5AD4D4082D2B7DDA2F2AEAC289D77498FCF,https://yts.mx/torrent/download/4C152A1C8CBFB1001419C6749161EDDA251A4F25,1,"In the near future, leftist writer Paula goes from Paris to the French town of Atlantic-Cité when she learns of the death of a former colleague and lover, Richard P. Is she there to investigate? On the surface, faces are beautiful, colors bright, clothes trendy. Beneath, little is clear: some talk to Paula as if she's Alice in Wonderland, corpses pile up, and ideological struggles insert themselves. A murder victim's nephew and a political party's hired hands hover around Paula. Is obscuring things her goal or is it life that's obscure? —"
Stunt Rock,Brian Trenchard-Smith,1978,Action / Drama / Music,3,-,-,5.5,https://yts.mx/torrent/download/A8C6126D29456815374438E21D276EE07DE5974A,https://yts.mx/torrent/download/C6A3A9E1130FF794519A5E0076874808D89E215E,5,"In this movie based on Grant Page, the famous real life Australian master stuntman best known for his work on Mad Max, Grant, who plays himself, goes to Los Angeles to work on a television series. He uses his spare time to lend his expertise to rock band Sorcery (real life band played by themselves), whose act features dangerous stunts and a fantasy storyline focused on duels between the King of the Wizards and the Prince of Darkness, with his cousin playing the Prince. Page helps the duo develop pyrotechnic magic tricks for their shows, and also finds himself in a budding romance with a magazine writer as he recounts to her his own exploits as a stuntman and daredevil as well as various stunts by other greats. The movie also features Grant's stunts from other movies as a showcase of his amazing but dangerous work. —scgary66"
The Long Day Closes,Terence Davies,1992,Biography / Drama,1,77%,79%,7.4,https://yts.mx/torrent/download/1179330BF6DE6340A55BD1E541B4AEFEAE91AFED,https://yts.mx/torrent/download/CA732874B0D1B7A09FCE8A24C29FB2B4BE717EB6,0,"The Long Day Closes is the story of eleven-year-old ""Bud."" A sad and lonely boy, Bud struggles through his days. With cinema as his main source of solace, he haunts the local movie-house. All the while, his family looms large in our peripheral vision as do the menacing bullies of his school, but Bud is the center of attention both from the camera's angle and from his doting family. With a gray background, the film fuses clips and audio from classic movies into Bud's dreary childhood and brings it to life with an elegance Bach would bring to your home movies. The overall effect is a montage of memory which seems to ignite flashes of recognition in the viewer. —Mark Fleetwood"
The Haunted Palace,Roger Corman,1963,Action / Horror,66,66%,75%,6.8,https://yts.mx/torrent/download/226A35A5E47BEE58E746139738E77ED10B81EC1E,https://yts.mx/torrent/download/0F1F9854B367C4584A3C7C417403E079E9643677,3,"Loosely based on H.P. Lovecraft's novel THE CASE OF CHARLES DEXTER WARD, this fright flick opens with a warlock placing a curse on a group of villagers about to burn him at the stake. Generations later, the warlock's descendant returns to the village to pick up where his ancestor left off. —Humberto Amador"
